parcel_id,reference_area_ha,reference_source,reference_method,computed_forest_area_ha,diff_pct,tolerance_percent,outcome,reason
27101:003:0303,1.9046,attribute:mets,reported_m2,416.060874,21745.052714,5.0,comparable,
27101:003:0321,18885.0,attribute:haritav,reported_ha,416.060874,-97.796871,5.0,comparable,
27101:003:0330,8478.0,attribute:haritav,reported_ha,416.060874,-95.092464,5.0,comparable,
27101:003:0351,78529.0,attribute:haritav,reported_ha,416.060874,-99.470182,5.0,comparable,
27101:003:0352,0.6659,attribute:mets,reported_m2,416.060874,62380.984232,5.0,comparable,
27101:003:0362,7.7245,attribute:mets,reported_m2,416.060874,5286.249906,5.0,comparable,
27101:003:0372,5.1954,attribute:mets,reported_m2,416.060874,7908.254879,5.0,comparable,
27101:003:0382,3.1754,attribute:mets,reported_m2,416.060874,13002.628771,5.0,comparable,
27101:003:0391,1.8955,attribute:mets,reported_m2,416.060874,21849.927407,5.0,comparable,
27101:003:0392,2.8276,attribute:mets,reported_m2,416.060874,14614.276206,5.0,comparable,
27101:003:0401,4868.0,attribute:haritav,reported_ha,416.060874,-91.453146,5.0,comparable,
27101:003:0402,33324.0,attribute:haritav,reported_ha,416.060874,-98.751468,5.0,comparable,
27101:003:0403,84257.0,attribute:haritav,reported_ha,416.060874,-99.5062,5.0,comparable,
27101:003:0404,1.6513,attribute:mets,reported_m2,416.060874,25095.959184,5.0,comparable,
27101:003:0421,1.2562,attribute:mets,reported_m2,416.060874,33020.591785,5.0,comparable,
27101:003:0422,80599.0,attribute:haritav,reported_ha,416.060874,-99.483789,5.0,comparable,
27101:003:0423,0.3519,attribute:mets,reported_m2,416.060874,118132.700767,5.0,comparable,
27101:003:0431,57348.0,attribute:haritav,reported_ha,416.060874,-99.274498,5.0,comparable,
27101:003:0432,0.7726,attribute:mets,reported_m2,416.060874,53752.041677,5.0,comparable,
27101:003:0441,19450.0,attribute:haritav,reported_ha,416.060874,-97.86087,5.0,comparable,
27101:003:0442,74969.0,attribute:haritav,reported_ha,416.060874,-99.445023,5.0,comparable,
